UDALERRIA / MUNICIPIO;13/05;14/05;15/05;16/05;17/05;18/05;19/05;20/05;21/05;22/05;23/05;24/05;25/05;26/05;27/05;28/05;29/05;30/05;31/05;01/06;02/06;03/06;04/06;05/06;06/06;07/06;08/06;09/06;10/06;11/06;12/06;13/06;14/06;15/06;16/06;17/06;18/06;19/06;20/06;21/06;23/06;24/06;25/06;26/06;27/06;28/06;29/06;30/06;01/07;02/07;03/07;04/07;05/07;06/07;07/07;08/07;09/07;10/07;11/07;12/07;13/07;14/07;15/07;16/07;17/07;18/07;19/07;20/07;21/07;22/07;23/07;24/07;25/07;26/07;27/07;28/07;29/07;30/07;31/07;01/08;02/08;03/08;04/08;05/08;06/08;07/08;08/08;09/08;10/08;11/08;12/08;13/08;14/08;15/08;16/08;17/08;18/08;19/08;20/08;21/08;22/08;23/08;24/08;25/08;26/08;27/08;28/08;29/08;30/08;31/08;1/09;2/09;3/09;4/09;5/09;6/09;7/09;8/09;9/09;10/09;11/09;12/09;13/09;14/09;15/09;16/09;17/09;18/09;19/09;20/09;21/09;22/09;23/09;24/09;25/09;26/09;27/09;28/09;29/09;30/09;01/10;02/10;03/10;04/10;05/10;06/10;07/10;08/10;09/10;10/10;11/10;12/10;13/10;14/10;15/10;16/10;17/10;18/10;19/10;20/10;21/10;22/10;23/10;24/10;25/10;26/10;27/10;28/10;29/10;30/10;31/10;01/11;02/11;03/11;04/11;05/11;06/11;07/11;08/11;09/11;10/11;11/11;12/11;13/11;14/11;15/11;16/11;17/11;
Trucios-Turtzioz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
Ubide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;
Ugao-Miraballes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;1;2;1;1;0;1;0;0;0;1;0;7;0;1;0;1;0;0;0;2;1;0;2;0;3;0;1;2;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;5;2;0;5;4;0;4;6;5;5;2;4;8;10;10;11;9;12;8;13;6;9;7;1;3;2;5;
Urduliz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;4;1;2;3;2;0;1;1;1;1;1;0;1;1;0;2;2;4;2;0;3;0;0;2;0;3;0;2;0;2;3;1;0;0;1;2;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;2;2;0;1;1;0;4;0;0;0;4;2;1;0;2;3;0;3;1;1;2;0;1;0;1;6;2;3;2;2;1;6;2;0;1;1;
Urdu�a/Ordu�a;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;2;0;3;0;0;1;1;2;0;0;0;0;5;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;1;0;2;0;4;4;0;1;4;3;7;0;0;0;0;0;0;1;2;1;0;1;1;
Valle de Tr�paga-Trapagaran;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;3;1;2;1;1;1;0;0;2;0;0;0;3;0;0;1;0;0;1;0;0;5;0;0;2;2;1;1;6;4;4;6;0;3;4;1;5;6;12;4;2;0;9;2;1;2;3;3;0;6;5;0;0;3;1;4;0;0;8;1;1;1;2;5;0;2;1;0;2;0;4;0;2;0;2;2;2;3;1;0;3;0;0;4;0;5;1;11;4;1;4;1;10;0;4;0;9;4;3;10;12;3;7;2;9;13;0;15;8;6;3;13;5;1;3;1;2;2;1;
Zaldibar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;1;0;1;0;0;1;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;1;1;1;9;0;1;0;0;1;0;0;1;0;0;2;0;1;1;1;0;1;0;1;2;0;1;0;0;0;2;1;2;5;1;1;0;0;3;1;0;0;3;3;3;1;1;0;0;2;3;0;1;5;2;1;8;6;2;4;7;1;0;0;2;
Zalla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;2;1;1;2;1;0;5;2;0;0;2;2;1;2;1;1;7;2;1;1;2;1;1;7;2;0;0;0;1;3;0;1;0;0;1;1;0;0;2;0;3;1;2;0;0;0;0;3;3;0;2;2;0;1;2;3;1;0;2;3;0;5;0;1;0;0;2;1;4;1;2;3;4;2;0;5;1;2;4;6;1;1;2;11;4;1;3;2;2;8;4;3;6;1;2;13;3;5;
Zamudio;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;16;20;11;1;0;0;1;2;2;0;0;0;0;1;0;2;0;0;1;0;0;0;1;1;1;0;0;2;0;2;1;1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;3;0;7;0;1;1;0;1;2;1;1;0;3;0;1;2;2;2;3;2;3;1;6;3;0;0;
Zaratamo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;1;1;1;1;2;1;0;1;0;1;0;2;1;1;0;1;
Zeanuri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;2;0;0;1;0;1;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;
Zeberio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;3;2;0;0;
Zierbena;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;1;0;4;0;0;0;3;0;0;2;3;0;1;0;1;0;0;0;0;1;1;0;
Ziortza-Bolibar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;1;1;0;1;0;0;1;0;0;0;0;
Abaltzisketa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Aduna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
Aia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;1;2;6;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;2;0;0;0;1;1;1;4;0;1;1;2;1;1;0;0;0;0;0;3;4;0;1;1;0;2;
Aizarnazabal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;2;0;1;5;0;1;1;0;0;0;0;0;1;0;0;0;0;0;
Alegia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;2;1;0;1;2;1;0;1;3;0;2;3;1;3;5;3;2;4;2;1;2;1;6;1;4;3;0;0;4;3;1;4;2;0;1;6;0;0;1;2;1;2;0;
Albiztur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6;0;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Alkiza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;3;0;1;0;0;0;0;1;0;1;0;
Altzaga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Altzo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Amezketa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;1;3;0;0;1;0;1;0;0;0;2;1;3;0;1;0;0;2;0;2;1;1;2;1;1;2;1;1;1;0;0;1;2;2;1;2;0;0;0;0;0;3;1;0;0;1;3;0;1;0;0;0;1;0;0;1;2;0;0;0;
Andoain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;2;2;1;2;1;0;1;1;1;0;0;1;0;0;0;2;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;2;2;4;0;4;1;2;2;2;3;0;0;0;6;9;2;5;2;2;0;1;0;4;1;0;2;2;0;9;3;5;3;5;2;0;4;0;2;7;6;2;5;5;4;1;1;1;0;0;0;0;3;1;2;1;3;2;2;1;0;8;3;1;11;11;6;11;10;5;1;5;10;8;5;10;6;3;11;18;9;8;21;2;4;19;13;11;13;10;7;7;16;9;16;11;11;1;13;7;
Anoeta;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;6;2;0;3;4;0;3;5;1;0;1;3;2;0;3;0;0;2;1;0;1;3;0;0;2;0;1;0;1;2;5;0;1;0;1;0;1;2;1;
Antzuola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;4;2;0;4;3;5;6;0;5;5;7;2;1;8;0;3;2;2;5;2;2;1;3;2;4;3;5;2;2;7;1;1;2;1;0;1;2;1;0;0;0;1;0;
Arama;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Aretxabaleta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;2;0;4;1;0;3;2;1;1;3;0;1;1;1;1;4;2;0;1;2;1;4;0;1;0;1;0;0;3;1;2;0;0;2;0;1;6;1;2;2;4;0;1;2;0;0;2;0;1;1;0;1;0;3;0;0;0;2;0;0;3;1;0;3;3;3;4;2;1;1;4;3;5;2;4;2;6;5;7;5;5;4;2;2;8;5;12;11;3;2;3;3;
Arrasate/Mondrag�n;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;6;0;0;1;2;0;1;1;5;0;6;0;5;3;2;0;1;0;3;2;1;0;2;0;3;1;6;0;2;0;3;1;1;1;3;3;4;0;5;1;1;3;2;1;1;2;3;2;1;6;4;4;8;1;4;20;13;9;3;9;7;6;16;1;11;3;7;10;5;4;3;4;0;2;2;6;6;7;8;2;4;6;2;5;7;2;1;6;4;4;6;13;6;11;7;22;18;22;22;12;11;8;16;12;13;20;18;13;17;29;23;29;35;24;23;29;37;40;39;16;24;19;37;
Asteasu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;1;2;2;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;4;0;0;0;1;1;5;6;0;2;0;1;1;2;0;2;0;0;0;2;0;0;1;0;2;1;1;1;0;1;0;0;0;
Astigarraga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;1;0;2;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;2;0;0;2;3;0;3;2;2;3;0;0;1;0;0;0;1;1;0;0;0;0;1;3;3;0;0;2;1;0;0;2;1;3;0;3;3;1;2;0;4;3;3;1;3;3;10;1;7;2;4;5;8;7;6;4;7;2;6;3;2;2;1;1;6;3;3;6;5;8;3;0;4;2;3;1;10;1;2;6;
Ataun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;5;3;2;0;1;2;1;0;4;1;2;0;1;1;4;6;1;2;1;2;2;5;2;2;0;1;0;0;
Azkoitia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;1;0;1;0;1;6;4;0;2;0;1;2;0;1;3;1;3;2;0;1;1;2;1;0;0;3;3;3;2;1;0;0;2;0;0;4;7;1;8;2;1;4;9;14;5;10;2;0;5;7;4;0;8;7;2;5;12;2;9;0;4;2;6;23;6;8;19;11;11;10;1;7;17;1;10;3;2;21;20;8;20;10;9;6;15;10;8;8;4;18;13;23;21;10;7;3;21;10;6;5;2;4;5;7;12;
Azpeitia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;2;1;3;0;13;1;46;29;5;9;8;9;6;1;1;5;2;7;13;0;2;3;1;3;0;4;4;0;15;3;1;4;9;0;2;1;0;3;5;5;3;4;6;0;5;1;5;2;3;1;0;4;5;13;3;7;6;6;10;12;7;3;13;8;18;15;7;27;12;20;14;14;6;35;21;25;24;10;9;24;8;22;24;4;3;8;21;10;14;13;2;22;26;11;18;12;10;5;8;11;13;
Baliarrain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Beasain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;4;0;1;0;0;1;0;0;0;0;1;0;0;2;0;1;1;1;2;2;4;0;0;1;1;2;0;2;4;1;3;3;1;4;5;5;0;3;3;3;0;3;3;1;0;2;3;0;3;0;0;2;1;2;3;2;2;1;3;3;1;5;1;9;9;2;28;8;8;15;42;10;13;16;15;21;17;20;17;11;9;10;16;25;18;22;5;14;12;15;13;15;7;11;11;10;8;7;7;1;4;10;9;
Beizama;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Belauntza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
Berastegi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;1;0;1;0;1;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;2;1;3;1;3;3;3;4;7;2;4;0;5;5;2;0;3;1;1;0;0;0;0;0;0;0;0;0;
Bergara;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;5;1;11;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;1;1;0;4;0;4;1;2;1;1;2;1;1;4;3;8;0;7;2;2;1;1;0;5;1;1;2;0;2;0;3;1;4;0;3;1;3;10;2;3;1;8;8;5;12;6;5;2;2;5;4;9;1;1;2;1;0;3;0;3;7;6;6;1;1;5;10;0;5;4;3;8;7;17;10;19;18;4;16;19;21;20;27;25;12;23;21;19;14;19;13;11;27;22;35;16;8;18;15;14;
Berrobi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;2;0;0;0;4;0;1;2;2;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;1;2;0;2;0;1;0;0;
